Date;Time;P1 Press A;P1 Press B;P1 Press;P1 Rate A;P1 Rate B;P1 Rate;P1 Vol A;P1 Vol B;P1 Cum Vol;P1 Delta Press;P2 Press A;P2 Press B;P2 Press;P2 Rate A;P2 Rate B;P2 Rate;P2 Vol A;P2 Vol B;P2 Cum Vol;P2 Delta Press;P3 Press A;P3 Press B;P3 Press;P3 Rate A;P3 Rate B;P3 Rate;P3 Vol A;P3 Vol B;P3 Cum Vol;P3 Delta Press;P4 Press A;P4 Press B;P4 Press;P4 Rate A;P4 Rate B;P4 Rate;P4 Vol A;P4 Vol B;P4 Cum Vol;P4 Delta Press
07-11-2018;22:23:01;33,1;33,5;33,1;0,03330;-0,00511;0,03330;1,181;-0,010;0,083;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;22:24:41;31,4;31,4;31,4;0,03330;-0,00283;0,03330;1,236;-0,013;0,137;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;22:26:21;30,5;30,7;30,5;0,03330;-0,00110;0,03330;1,292;-0,015;0,193;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;22:28:01;29,8;30,1;29,8;0,03330;0,00452;0,03330;1,347;-0,014;0,249;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;22:29:41;29,5;29,0;29,5;0,03330;0,00567;0,03330;1,403;-0,015;0,303;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;22:31:21;29,3;29,1;29,3;0,03330;0,01378;0,03330;1,458;-0,015;0,359;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;22:33:01;29,3;29,1;29,3;0,03330;0,00390;0,03330;1,514;-0,014;0,416;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;22:34:41;29,4;29,1;29,4;0,03330;0,01101;0,03330;1,569;-0,012;0,472;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;22:36:21;29,3;29,3;29,3;0,03330;0,00377;0,03330;1,625;-0,011;0,526;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;22:38:01;29,2;29,4;29,2;0,03330;-0,00105;0,03330;1,680;-0,009;0,582;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;22:39:41;29,2;29,2;29,2;0,03330;-0,00025;0,03330;1,736;-0,009;0,638;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;22:41:21;29,5;29,2;29,5;0,03330;0,00314;0,03330;1,791;-0,008;0,692;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;22:43:01;29,8;29,6;29,8;0,03330;0,00672;0,03330;1,847;-0,006;0,748;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;22:44:41;29,4;29,8;29,4;0,03330;-0,00208;0,03330;1,903;-0,004;0,804;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;22:46:21;29,5;29,9;29,5;0,03330;-0,00523;0,03330;1,958;-0,003;0,858;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;22:48:01;29,8;29,7;29,8;0,03330;-0,00183;0,03330;2,013;-0,004;0,914;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;22:49:41;29,8;29,7;29,8;0,03330;-0,00160;0,03330;2,069;-0,003;0,971;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;22:51:21;30,1;29,9;30,1;0,03330;0,00314;0,03330;2,124;-0,001;1,027;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;22:53:01;30,0;30,3;30,0;0,03330;-0,00013;0,03330;2,180;0,001;1,081;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;22:54:41;30,1;30,2;30,1;0,03330;0,00500;0,03330;2,235;0,001;1,137;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;22:56:21;30,7;30,6;30,7;0,03330;0,00362;0,03330;2,291;0,003;1,193;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;22:58:01;31,0;31,0;31,0;0,03330;-0,00090;0,03330;2,347;0,005;1,247;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;22:59:41;31,5;31,1;31,5;0,03330;0,00227;0,03330;2,402;0,007;1,303;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;23:01:21;31,6;31,9;31,6;0,03330;-0,00686;0,03330;2,457;0,009;1,359;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;23:03:01;31,7;31,5;31,7;0,03330;-0,00010;0,03330;2,513;0,009;1,413;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;23:04:41;32,2;32,2;32,2;0,03330;-0,00849;0,03330;2,568;0,011;1,469;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;23:06:21;31,9;32,0;31,9;0,03330;0,00042;0,03330;2,624;0,012;1,526;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;23:08:01;32,2;32,1;32,2;0,03330;0,00500;0,03330;2,679;0,013;1,582;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;23:09:41;32,1;32,2;32,1;0,03330;-0,00263;0,03330;2,735;0,013;1,636;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;23:11:21;32,6;32,3;32,6;0,03330;0,00294;0,03330;2,791;0,015;1,692;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;23:13:01;32,6;32,6;32,6;0,03330;0,00998;0,03330;2,846;0,017;1,748;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;23:14:41;32,7;32,6;32,7;0,03330;-0,00413;0,03330;2,901;0,017;1,802;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;23:16:21;33,0;33,1;33,0;0,03330;0,00264;0,03330;2,957;0,019;1,858;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;23:18:01;33,2;33,1;33,2;0,03330;0,00562;0,03330;3,012;0,020;1,914;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;23:19:41;33,3;33,4;33,3;0,03330;0,00242;0,03330;3,068;0,021;1,970;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;23:21:21;33,2;32,9;33,2;0,03330;0,00778;0,03330;3,123;0,021;2,024;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;23:23:01;33,2;33,2;33,2;0,03330;0,00500;0,03330;3,179;0,023;2,081;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;23:24:41;33,4;33,4;33,4;0,03330;0,00087;0,03330;3,235;0,024;2,137;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;23:26:21;33,4;33,2;33,4;0,03330;0,00412;0,03330;3,290;0,023;2,191;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;23:28:01;33,4;33,4;33,4;0,03330;0,00039;0,03330;3,345;0,024;2,247;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;23:29:41;33,3;33,2;33,3;0,03330;0,00177;0,03330;3,401;0,025;2,303;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;23:31:21;33,2;33,3;33,2;0,03330;0,00500;0,03330;3,456;0,025;2,357;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;23:33:01;33,7;33,3;33,7;0,03330;0,00097;0,03330;3,512;0,026;2,413;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;23:34:41;33,5;33,6;33,5;0,03330;-0,00048;0,03330;3,567;0,028;2,469;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;23:36:21;33,1;33,0;33,1;0,03330;0,00204;0,03330;3,623;0,028;2,525;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;23:38:01;33,5;33,2;33,5;0,03330;-0,00128;0,03330;3,679;0,029;2,579;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;23:39:41;33,4;33,2;33,4;0,03330;0,00540;0,03330;3,734;0,030;2,635;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;23:41:21;33,2;33,4;33,2;0,03330;0,00500;0,03330;3,790;0,031;2,692;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;23:43:01;33,2;33,4;33,2;0,03330;-0,00135;0,03330;3,845;0,032;2,745;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;23:44:41;33,3;33,3;33,3;0,03330;-0,00078;0,03330;3,900;0,032;2,802;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;23:46:21;33,5;33,5;33,5;0,03330;-0,00471;0,03330;3,956;0,032;2,858;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;23:48:01;33,5;33,5;33,5;0,03330;-0,00110;0,03330;4,012;0,034;2,914;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;23:49:41;33,6;33,7;33,6;0,03330;0,00072;0,03330;4,067;0,034;2,968;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;23:51:21;33,6;33,4;33,6;0,03330;0,00147;0,03330;4,123;0,035;3,024;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;23:53:01;33,5;33,4;33,5;0,03330;0,00134;0,03330;4,178;0,036;3,078;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;23:54:41;33,5;33,2;33,5;0,03330;0,00500;0,03330;4,234;0,036;3,134;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;23:56:21;33,5;33,6;33,5;0,03330;-0,00105;0,03330;4,289;0,038;3,190;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;23:58:01;33,2;33,3;33,2;0,03330;0,00094;0,03330;4,344;0,038;3,247;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2018;23:59:41;33,5;33,7;33,5;0,03330;-0,00566;0,03330;4,400;0,039;3,300;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;00:01:21;33,5;33,3;33,5;0,03330;0,00072;0,03330;4,456;0,039;3,357;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;00:03:01;33,4;33,4;33,4;0,03330;0,00570;0,03330;4,511;0,040;3,413;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;00:04:41;33,7;33,4;33,7;0,03330;-0,00063;0,03330;4,567;0,041;3,469;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;00:06:21;33,7;33,8;33,7;0,03330;0,00067;0,03330;4,622;0,042;3,523;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;00:08:01;34,1;34,0;34,1;0,03330;-0,00033;0,03330;4,678;0,043;3,579;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;00:09:41;34,1;34,0;34,1;0,03330;-0,00313;0,03330;4,733;0,044;3,635;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;00:11:22;34,0;34,0;34,0;0,03330;0,00352;0,03330;4,788;0,045;3,689;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;00:13:02;34,1;34,0;34,1;0,03330;0,00187;0,03330;4,844;0,046;3,745;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;00:14:42;34,3;34,2;34,3;0,03330;0,00012;0,03330;4,900;0,046;3,802;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;00:16:22;34,1;34,1;34,1;0,03330;-0,00500;0,03330;4,955;0,047;3,855;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;00:18:02;34,2;34,1;34,2;0,03330;0,00362;0,03330;5,011;0,047;3,912;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;00:19:42;35,1;34,9;35,1;0,03330;0,00262;0,03330;5,066;0,049;3,968;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;00:21:22;35,8;35,5;35,8;0,03330;0,00222;0,03330;5,122;0,050;4,024;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;00:23:02;36,2;36,2;36,2;0,03330;0,00094;0,03330;5,177;0,052;4,078;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;00:24:42;36,6;36,6;36,6;0,03330;0,00104;0,03330;5,232;0,052;4,134;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;00:26:22;36,9;36,8;36,9;0,03330;0,00500;0,03330;5,288;0,053;4,190;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;00:28:02;37,1;37,1;37,1;0,03330;-0,00300;0,03330;5,344;0,054;4,244;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;00:29:42;37,0;37,2;37,0;0,03330;-0,00263;0,03330;5,399;0,055;4,300;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;00:31:22;37,7;37,5;37,7;0,03330;-0,00500;0,03330;5,455;0,056;4,357;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;00:33:02;37,8;37,8;37,8;0,03330;0,00257;0,03330;5,510;0,057;4,413;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;00:34:42;37,4;37,4;37,4;0,03330;-0,00500;0,03330;5,566;0,056;4,467;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;00:36:22;37,0;37,5;37,0;0,03330;-0,00340;0,03330;5,621;0,057;4,523;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;00:38:02;37,0;36,8;37,0;0,03330;0,00332;0,03330;5,677;0,057;4,579;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;00:39:42;36,9;36,7;36,9;0,03330;0,00500;0,03330;5,732;0,057;4,633;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;00:41:22;36,6;36,7;36,6;0,03330;-0,00548;0,03330;5,788;0,058;4,689;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;00:43:02;36,9;36,6;36,9;0,03330;-0,00391;0,03330;5,843;0,059;4,745;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;00:44:42;37,2;37,5;37,2;0,03330;-0,00518;0,03330;5,899;0,059;4,799;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;00:46:22;37,5;37,8;37,5;0,03330;-0,00371;0,03330;5,954;0,060;4,855;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;00:48:02;38,1;37,9;38,1;0,03330;0,00277;0,03330;6,010;0,061;4,912;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;00:49:42;38,1;37,9;38,1;0,03330;0,00582;0,03330;6,065;0,062;4,968;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;00:51:22;38,7;38,4;38,7;0,03330;0,00497;0,03330;6,121;0,063;5,022;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;00:53:02;38,5;38,8;38,5;0,03330;-0,00488;0,03330;6,176;0,063;5,078;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;00:54:42;38,9;38,5;38,9;0,03330;0,00007;0,03330;6,232;0,064;5,134;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;00:56:22;39,0;38,8;39,0;0,03330;0,00402;0,03330;6,287;0,065;5,188;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;00:58:02;38,9;38,7;38,9;0,03330;0,00450;0,03330;6,343;0,066;5,244;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;00:59:42;39,4;39,5;39,4;0,03330;-0,00305;0,03330;6,398;0,067;5,300;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;01:01:22;39,6;39,5;39,6;0,03330;0,00427;0,03330;6,454;0,067;5,354;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;01:03:02;40,3;40,4;40,3;0,03330;0,00500;0,03330;6,509;0,068;5,410;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;01:04:42;40,3;40,6;40,3;0,03330;0,00004;0,03330;6,565;0,069;5,467;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;01:06:22;39,8;39,5;39,8;0,03330;0,00214;0,03330;6,620;0,068;5,523;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;01:08:02;38,2;38,7;38,2;0,03330;-0,00103;0,03330;6,676;0,068;5,577;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;01:09:42;36,6;36,5;36,6;0,03330;0,00184;0,03330;6,731;0,064;5,633;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;01:11:22;35,7;35,5;35,7;0,03330;0,00868;0,03330;6,787;0,065;5,689;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;01:13:02;35,4;35,6;35,4;0,03330;-0,00165;0,03330;6,843;0,066;5,743;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;01:14:42;35,1;35,1;35,1;0,03330;-0,00381;0,03330;6,898;0,067;5,799;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;01:16:22;35,1;35,4;35,1;0,03330;-0,00273;0,03330;6,953;0,067;5,855;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;01:18:02;35,5;35,3;35,5;0,03330;0,00337;0,03330;7,009;0,067;5,911;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;01:19:42;35,3;35,4;35,3;0,03330;0,00064;0,03330;7,064;0,067;5,965;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;01:21:22;35,5;35,6;35,5;0,03330;-0,00225;0,03330;7,120;0,068;6,021;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;01:23:02;35,0;35,1;35,0;0,03330;-0,00048;0,03330;7,176;0,068;6,078;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;01:24:42;35,3;34,9;35,3;0,03330;0,00257;0,03330;7,231;0,068;6,132;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;01:26:22;35,0;35,1;35,0;0,03330;-0,00315;0,03330;7,287;0,068;6,188;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;01:28:02;34,8;34,8;34,8;0,03330;-0,00155;0,03330;7,342;0,068;6,244;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;01:29:42;34,7;34,6;34,7;0,03330;-0,00500;0,03330;7,397;0,068;6,298;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;01:31:22;34,5;34,8;34,5;0,03330;-0,00248;0,03330;7,453;0,068;6,354;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;01:33:02;34,6;34,4;34,6;0,03330;0,00339;0,03330;7,508;0,068;6,410;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;01:34:42;34,7;34,8;34,7;0,03330;0,00244;0,03330;7,564;0,069;6,466;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;01:36:22;35,0;34,7;35,0;0,03330;0,00134;0,03330;7,620;0,069;6,520;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;01:38:02;34,8;34,6;34,8;0,03330;-0,00010;0,03330;7,675;0,070;6,576;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;01:39:42;34,8;34,9;34,8;0,03330;0,00500;0,03330;7,731;0,070;6,633;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;01:41:22;35,2;35,2;35,2;0,03330;0,00064;0,03330;7,786;0,071;6,686;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;01:43:02;35,0;35,1;35,0;0,03330;-0,00118;0,03330;7,841;0,071;6,743;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;01:44:42;35,5;35,3;35,5;0,03330;0,00152;0,03330;7,897;0,072;6,799;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;01:46:22;35,7;35,3;35,7;0,03330;0,00089;0,03330;7,952;0,072;6,853;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;01:48:02;35,2;35,5;35,2;0,03330;-0,00500;0,03330;8,008;0,072;6,909;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;01:49:42;35,3;35,2;35,3;0,03330;0,00395;0,03330;8,064;0,072;6,965;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;01:51:22;35,5;35,0;35,5;0,03330;0,00462;0,03330;8,119;0,072;7,021;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;01:53:02;35,4;35,4;35,4;0,03330;-0,00456;0,03330;8,175;0,072;7,075;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;01:54:42;35,6;35,8;35,6;0,03330;-0,00463;0,03330;8,230;0,073;7,131;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;01:56:22;35,8;35,6;35,8;0,03330;0,00392;0,03330;8,285;0,073;7,188;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;01:58:02;35,6;35,7;35,6;0,03330;0,00299;0,03330;8,341;0,073;7,241;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;01:59:42;35,8;35,5;35,8;0,03330;-0,00125;0,03330;8,396;0,074;7,298;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;02:01:22;35,7;35,8;35,7;0,03330;-0,00513;0,03330;8,452;0,074;7,354;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;02:03:02;35,5;35,7;35,5;0,03330;0,00069;0,03330;8,508;0,074;7,410;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;02:04:42;35,7;35,6;35,7;0,03330;0,00099;0,03330;8,563;0,074;7,464;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;02:06:22;35,5;35,6;35,5;0,03330;-0,00183;0,03330;8,619;0,075;7,520;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;02:08:02;35,8;36,0;35,8;0,03330;-0,00148;0,03330;8,674;0,076;7,576;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;02:09:42;35,6;36,0;35,6;0,03330;-0,00298;0,03330;8,729;0,076;7,630;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;02:11:22;36,1;35,8;36,1;0,03330;0,00092;0,03330;8,785;0,076;7,686;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;02:13:02;35,9;35,8;35,9;0,03330;-0,00130;0,03330;8,840;0,076;7,743;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;02:14:42;36,0;36,1;36,0;0,03330;-0,00265;0,03330;8,896;0,076;7,796;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;02:16:22;36,2;36,1;36,2;0,03330;-0,00500;0,03330;8,952;0,077;7,853;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;02:18:02;36,4;36,4;36,4;0,03330;-0,00451;0,03330;9,007;0,077;7,909;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;02:19:42;36,0;36,1;36,0;0,03330;0,00500;0,03330;9,063;0,077;7,965;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;02:21:22;36,3;36,1;36,3;0,03330;-0,00053;0,03330;9,118;0,078;8,019;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;02:23:02;36,2;36,0;36,2;0,03330;0,00339;0,03330;9,173;0,079;8,075;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;02:24:42;36,2;36,4;36,2;0,03330;0,00119;0,03330;9,229;0,079;8,131;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;02:26:23;36,8;36,6;36,8;0,03330;0,00112;0,03330;9,285;0,080;8,185;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;02:28:03;37,5;37,6;37,5;0,03330;-0,00008;0,03330;9,340;0,080;8,241;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;02:29:43;37,8;37,5;37,8;0,03330;-0,00300;0,03330;9,396;0,080;8,298;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;02:31:23;37,9;38,1;37,9;0,03330;-0,00508;0,03330;9,451;0,081;8,351;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;02:33:03;38,3;38,4;38,3;0,03330;-0,00268;0,03330;9,507;0,081;8,408;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;02:34:43;38,8;38,6;38,8;0,03330;-0,00500;0,03330;9,562;0,081;8,464;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;02:36:23;39,3;39,1;39,3;0,03330;0,00447;0,03330;9,618;0,082;8,520;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;02:38:03;39,7;39,7;39,7;0,03330;0,00500;0,03330;9,673;0,082;8,574;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;02:39:43;39,9;39,9;39,9;0,03330;0,00197;0,03330;9,729;0,083;8,630;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;02:41:23;39,4;39,5;39,4;0,03330;0,00079;0,03330;9,784;0,082;8,686;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
