Date;Time;P1 Press A;P1 Press B;P1 Press;P1 Rate A;P1 Rate B;P1 Rate;P1 Vol A;P1 Vol B;P1 Cum Vol;P1 Delta Press;P2 Press A;P2 Press B;P2 Press;P2 Rate A;P2 Rate B;P2 Rate;P2 Vol A;P2 Vol B;P2 Cum Vol;P2 Delta Press;P3 Press A;P3 Press B;P3 Press;P3 Rate A;P3 Rate B;P3 Rate;P3 Vol A;P3 Vol B;P3 Cum Vol;P3 Delta Press;P4 Press A;P4 Press B;P4 Press;P4 Rate A;P4 Rate B;P4 Rate;P4 Vol A;P4 Vol B;P4 Cum Vol;P4 Delta Press
07-14-2018;00:08:23;5,4;-0,5;5,4;0,01660;-0,03320;0,01660;5,417;20,341;62,122;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;00:10:03;4,3;-0,3;4,3;0,01660;-0,03320;0,01660;5,445;20,286;62,151;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;00:11:43;5,1;-0,1;5,1;0,01660;-0,03320;0,01660;5,473;20,230;62,178;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;00:13:23;4,6;-0,4;4,6;0,01660;-0,03320;0,01660;5,500;20,175;62,205;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;00:15:03;4,8;-0,5;4,8;0,01660;-0,03320;0,01660;5,528;20,120;62,234;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;00:16:43;5,2;-0,6;5,2;0,01660;-0,03320;0,01660;5,556;20,064;62,261;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;00:18:23;4,3;-0,3;4,3;0,01660;-0,03320;0,01660;5,583;20,009;62,288;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;00:20:03;4,7;-0,3;4,7;0,01660;-0,03320;0,01660;5,611;19,954;62,317;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;00:21:43;4,8;-0,4;4,8;0,01660;-0,03320;0,01660;5,639;19,899;62,344;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;00:23:23;4,6;-0,4;4,6;0,01660;-0,03320;0,01660;5,666;19,843;62,371;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;00:25:03;5,3;-0,7;5,3;0,01660;-0,03320;0,01660;5,694;19,788;62,400;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;00:26:43;4,5;-0,4;4,5;0,01660;-0,03320;0,01660;5,722;19,733;62,427;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;00:28:23;4,7;-0,7;4,7;0,01660;-0,03320;0,01660;5,749;19,677;62,454;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;00:30:03;5,0;-0,1;5,0;0,01660;-0,03320;0,01660;5,777;19,622;62,484;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;00:31:43;4,7;-0,4;4,7;0,01660;-0,03320;0,01660;5,805;19,567;62,510;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;00:33:23;5,1;-0,4;5,1;0,01660;-0,03320;0,01660;5,832;19,511;62,537;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;00:35:03;5,1;-0,5;5,1;0,01660;-0,03320;0,01660;5,860;19,456;62,564;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;00:36:43;4,2;-0,2;4,2;0,01660;-0,03320;0,01660;5,888;19,400;62,594;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;00:38:23;5,2;-0,3;5,2;0,01660;-0,03320;0,01660;5,916;19,345;62,621;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;00:40:03;5,7;-0,4;5,7;0,01660;-0,03320;0,01660;5,943;19,290;62,647;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;00:41:43;4,6;-0,3;4,6;0,01660;-0,03320;0,01660;5,971;19,234;62,677;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;00:43:23;5,2;-0,4;5,2;0,01660;-0,03320;0,01660;5,999;19,179;62,704;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;00:45:03;4,7;-0,5;4,7;0,01660;-0,03320;0,01660;6,026;19,124;62,731;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;00:46:43;4,8;-0,3;4,8;0,01660;-0,03320;0,01660;6,054;19,068;62,760;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;00:48:23;5,2;-0,1;5,2;0,01660;-0,03320;0,01660;6,082;19,013;62,787;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;00:50:03;4,5;-0,4;4,5;0,01660;-0,03320;0,01660;6,109;18,958;62,814;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;00:51:43;4,8;-0,3;4,8;0,01660;-0,03320;0,01660;6,137;18,902;62,843;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;00:53:23;4,7;-0,4;4,7;0,01660;-0,03320;0,01660;6,164;18,847;62,870;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;00:55:03;4,7;-0,5;4,7;0,01660;-0,03320;0,01660;6,192;18,792;62,897;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;00:56:43;4,6;-0,3;4,6;0,01660;-0,03320;0,01660;6,220;18,736;62,926;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;00:58:23;4,5;-0,5;4,5;0,01660;-0,03320;0,01660;6,247;18,681;62,953;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;01:00:03;4,7;-0,4;4,7;0,01660;-0,03320;0,01660;6,275;18,626;62,980;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;01:01:43;5,0;-0,6;5,0;0,01660;-0,03320;0,01660;6,303;18,570;63,009;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;01:03:23;4,5;-0,6;4,5;0,01660;-0,03320;0,01660;6,330;18,515;63,036;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;01:05:03;5,1;-0,4;5,1;0,01660;-0,03320;0,01660;6,358;18,460;63,063;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;01:06:43;5,2;-0,6;5,2;0,01660;-0,03320;0,01660;6,386;18,405;63,090;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;01:08:23;4,4;-0,5;4,4;0,01660;-0,03320;0,01660;6,413;18,349;63,119;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;01:10:03;5,0;-0,4;5,0;0,01660;-0,03320;0,01660;6,441;18,293;63,146;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;01:11:43;5,7;-0,3;5,7;0,01660;-0,03320;0,01660;6,469;18,238;63,173;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;01:13:23;4,2;-0,4;4,2;0,01660;-0,03320;0,01660;6,497;18,183;63,202;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;01:15:03;4,8;-0,6;4,8;0,01660;-0,03320;0,01660;6,524;18,127;63,229;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;01:16:43;4,5;-0,4;4,5;0,01660;-0,03320;0,01660;6,552;18,072;63,256;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;01:18:23;4,6;-0,5;4,6;0,01660;-0,03320;0,01660;6,580;18,017;63,285;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;01:20:03;4,8;-0,3;4,8;0,01660;-0,03320;0,01660;6,607;17,961;63,312;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;01:21:43;4,5;-0,5;4,5;0,01660;-0,03320;0,01660;6,635;17,906;63,339;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;01:23:23;4,8;-0,3;4,8;0,01660;-0,03320;0,01660;6,663;17,851;63,369;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;01:25:03;4,6;-0,3;4,6;0,01660;-0,03320;0,01660;6,690;17,796;63,396;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;01:26:43;4,5;-0,3;4,5;0,01660;-0,03320;0,01660;6,718;17,740;63,422;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;01:28:23;5,1;-0,4;5,1;0,01660;-0,03320;0,01660;6,746;17,685;63,452;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;01:30:04;3,9;-0,5;3,9;0,01660;-0,03320;0,01660;6,773;17,630;63,479;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;01:31:44;4,3;-0,4;4,3;0,01660;-0,03320;0,01660;6,801;17,574;63,506;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;01:33:24;4,5;-0,1;4,5;0,01660;-0,03320;0,01660;6,829;17,519;63,535;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;01:35:04;4,2;-0,3;4,2;0,01660;-0,03320;0,01660;6,856;17,464;63,562;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;01:36:44;4,4;-0,2;4,4;0,01660;-0,03320;0,01660;6,884;17,408;63,589;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;01:38:24;4,7;-0,4;4,7;0,01660;-0,03320;0,01660;6,911;17,353;63,616;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;01:40:04;4,0;-0,6;4,0;0,01660;-0,03320;0,01660;6,939;17,298;63,645;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;01:41:44;4,7;-0,5;4,7;0,01660;-0,03320;0,01660;6,967;17,242;63,672;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;01:43:24;5,2;-0,5;5,2;0,01660;-0,03320;0,01660;6,994;17,187;63,699;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;01:45:04;4,2;-0,5;4,2;0,01660;-0,03320;0,01660;7,022;17,131;63,728;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;01:46:44;4,9;-0,5;4,9;0,01660;-0,03320;0,01660;7,050;17,076;63,755;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;01:48:24;3,8;-0,5;3,8;0,01660;-0,03320;0,01660;7,078;17,021;63,782;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;01:50:04;4,3;-0,7;4,3;0,01660;-0,03320;0,01660;7,105;16,965;63,811;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;01:51:44;4,9;-0,3;4,9;0,01660;-0,03320;0,01660;7,133;16,910;63,838;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;01:53:24;3,9;-0,5;3,9;0,01660;-0,03320;0,01660;7,161;16,855;63,865;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;01:55:04;4,5;-0,7;4,5;0,01660;-0,03320;0,01660;7,188;16,799;63,894;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;01:56:44;4,6;-0,6;4,6;0,01660;-0,03320;0,01660;7,216;16,744;63,921;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;01:58:24;4,4;-0,7;4,4;0,01660;-0,03320;0,01660;7,244;16,689;63,948;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;02:00:04;4,5;-0,6;4,5;0,01660;-0,03320;0,01660;7,271;16,633;63,977;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;02:01:44;3,9;-0,7;3,9;0,01660;-0,03320;0,01660;7,299;16,578;64,004;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;02:03:24;4,3;-0,6;4,3;0,01660;-0,03320;0,01660;7,327;16,523;64,031;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;02:05:04;4,8;-0,6;4,8;0,01660;-0,03320;0,01660;7,354;16,467;64,060;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;02:06:44;3,8;-0,8;3,8;0,01660;-0,03320;0,01660;7,382;16,412;64,087;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;02:08:24;4,1;-0,9;4,1;0,01660;-0,03320;0,01660;7,410;16,357;64,114;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;02:10:04;4,8;-0,5;4,8;0,01660;-0,03320;0,01660;7,437;16,302;64,141;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;02:11:44;4,0;-0,7;4,0;0,01660;-0,03320;0,01660;7,465;16,246;64,171;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;02:13:24;4,7;-0,8;4,7;0,01660;-0,03320;0,01660;7,493;16,191;64,197;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;02:15:04;5,2;-0,6;5,2;0,01660;-0,03320;0,01660;7,520;16,136;64,224;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;02:16:44;3,9;-0,7;3,9;0,01660;-0,03320;0,01660;7,548;16,080;64,254;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;02:18:24;4,9;-0,2;4,9;0,01660;-0,03320;0,01660;7,576;16,024;64,281;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;02:20:04;4,3;-0,7;4,3;0,01660;-0,03320;0,01660;7,603;15,969;64,307;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;02:21:44;4,4;-1,0;4,4;0,01660;-0,03320;0,01660;7,631;15,914;64,337;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;02:23:24;5,3;-0,8;5,3;0,01660;-0,03320;0,01660;7,659;15,859;64,364;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;02:25:04;4,0;-0,8;4,0;0,01660;-0,03320;0,01660;7,686;15,803;64,391;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;02:26:44;4,1;-0,7;4,1;0,01660;-0,03320;0,01660;7,714;15,748;64,420;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;02:28:24;4,7;-0,8;4,7;0,01660;-0,03320;0,01660;7,742;15,693;64,447;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;02:30:04;4,2;-0,8;4,2;0,01660;-0,03320;0,01660;7,769;15,637;64,474;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;02:31:44;5,0;-0,8;5,0;0,01660;-0,03320;0,01660;7,797;15,582;64,503;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;02:33:24;4,0;-0,6;4,0;0,01660;-0,03320;0,01660;7,825;15,527;64,530;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;02:35:04;4,3;-0,5;4,3;0,01660;-0,03320;0,01660;7,852;15,471;64,557;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;02:36:44;5,0;-0,9;5,0;0,01660;-0,03320;0,01660;7,880;15,416;64,586;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;02:38:24;4,3;-0,9;4,3;0,01660;-0,03320;0,01660;7,908;15,361;64,613;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;02:40:04;4,7;-0,8;4,7;0,01660;-0,03320;0,01660;7,935;15,305;64,640;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;02:41:44;5,1;-0,8;5,1;0,01660;-0,03320;0,01660;7,963;15,250;64,669;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;02:43:24;4,0;-1,0;4,0;0,01660;-0,03320;0,01660;7,991;15,195;64,696;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;02:45:04;5,0;-0,7;5,0;0,01660;-0,03320;0,01660;8,018;15,139;64,723;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;02:46:44;5,4;-0,7;5,4;0,01660;-0,03320;0,01660;8,046;15,084;64,752;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;02:48:24;4,1;-1,1;4,1;0,01660;-0,03320;0,01660;8,074;15,029;64,779;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;02:50:04;4,9;-0,8;4,9;0,01660;-0,03320;0,01660;8,101;14,973;64,806;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;02:51:44;4,4;-0,5;4,4;0,01660;-0,03320;0,01660;8,129;14,918;64,833;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;02:53:24;4,5;-0,7;4,5;0,01660;-0,03320;0,01660;8,157;14,862;64,862;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;02:55:04;4,7;-0,8;4,7;0,01660;-0,03320;0,01660;8,184;14,807;64,889;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;02:56:44;4,2;-0,8;4,2;0,01660;-0,03320;0,01660;8,212;14,752;64,916;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;02:58:24;4,4;-0,7;4,4;0,01660;-0,03320;0,01660;8,240;14,696;64,945;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;03:00:04;4,5;-0,8;4,5;0,01660;-0,03320;0,01660;8,267;14,641;64,972;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;03:01:44;4,3;-0,7;4,3;0,01660;-0,03320;0,01660;8,295;14,586;64,999;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;03:03:24;4,7;-0,8;4,7;0,01660;-0,03320;0,01660;8,323;14,530;65,029;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;03:05:04;4,0;-1,0;4,0;0,01660;-0,03320;0,01660;8,350;14,475;65,056;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;03:06:44;4,0;-0,8;4,0;0,01660;-0,03320;0,01660;8,378;14,420;65,082;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;03:08:24;4,7;-0,9;4,7;0,01660;-0,03320;0,01660;8,406;14,364;65,112;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;03:10:04;4,2;-0,8;4,2;0,01660;-0,03320;0,01660;8,433;14,309;65,139;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;03:11:44;4,4;-0,6;4,4;0,01660;-0,03320;0,01660;8,461;14,254;65,166;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;03:13:24;5,1;-0,7;5,1;0,01660;-0,03320;0,01660;8,489;14,199;65,195;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;03:15:04;4,3;-0,6;4,3;0,01660;-0,03320;0,01660;8,516;14,143;65,222;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;03:16:44;4,7;-1,2;4,7;0,01660;-0,03320;0,01660;8,544;14,088;65,249;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;03:18:24;5,1;-0,6;5,1;0,01660;-0,03320;0,01660;8,572;14,033;65,278;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;03:20:04;4,3;-0,9;4,3;0,01660;-0,03320;0,01660;8,599;13,977;65,305;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;03:21:44;5,1;-0,8;5,1;0,01660;-0,03320;0,01660;8,627;13,922;65,332;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;03:23:24;4,3;-0,9;4,3;0,01660;-0,03320;0,01660;8,655;13,867;65,361;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;03:25:04;4,3;-1,0;4,3;0,01660;-0,03320;0,01660;8,682;13,811;65,388;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;03:26:44;5,2;-0,9;5,2;0,01660;-0,03320;0,01660;8,710;13,756;65,415;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;03:28:24;4,6;-0,8;4,6;0,01660;-0,03320;0,01660;8,738;13,700;65,442;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;03:30:04;4,6;-0,9;4,6;0,01660;-0,03320;0,01660;8,766;13,645;65,471;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;03:31:44;4,6;-1,1;4,6;0,01660;-0,03320;0,01660;8,793;13,590;65,498;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;03:33:24;4,6;-0,8;4,6;0,01660;-0,03320;0,01660;8,821;13,534;65,525;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;03:35:04;5,0;-1,0;5,0;0,01660;-0,03320;0,01660;8,849;13,479;65,554;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;03:36:44;4,1;-1,1;4,1;0,01660;-0,03320;0,01660;8,876;13,424;65,581;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;03:38:24;4,4;-1,2;4,4;0,01660;-0,03320;0,01660;8,904;13,368;65,608;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;03:40:04;5,0;-0,8;5,0;0,01660;-0,03320;0,01660;8,931;13,313;65,637;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;03:41:44;3,9;-0,8;3,9;0,01660;-0,03320;0,01660;8,959;13,258;65,664;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;03:43:24;4,6;-0,9;4,6;0,01660;-0,03320;0,01660;8,987;13,202;65,691;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;03:45:05;4,9;-0,9;4,9;0,01660;-0,03320;0,01660;9,014;13,147;65,720;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;03:46:45;4,0;-0,9;4,0;0,01660;-0,03320;0,01660;9,042;13,092;65,747;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;03:48:25;4,5;-1,0;4,5;0,01660;-0,03320;0,01660;9,070;13,036;65,774;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;03:50:05;5,1;-0,8;5,1;0,01660;-0,03320;0,01660;9,097;12,981;65,804;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;03:51:45;3,9;-0,8;3,9;0,01660;-0,03320;0,01660;9,125;12,926;65,831;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;03:53:25;4,6;-0,9;4,6;0,01660;-0,03320;0,01660;9,153;12,870;65,857;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;03:55:05;4,2;-0,9;4,2;0,01660;-0,03320;0,01660;9,180;12,815;65,887;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;03:56:45;4,5;-0,8;4,5;0,01660;-0,03320;0,01660;9,208;12,760;65,914;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;03:58:25;4,7;-0,8;4,7;0,01660;-0,03320;0,01660;9,236;12,705;65,941;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;04:00:05;4,2;-0,8;4,2;0,01660;-0,03320;0,01660;9,263;12,649;65,970;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;04:01:45;4,4;-0,5;4,4;0,01660;-0,03320;0,01660;9,291;12,593;65,997;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;04:03:25;4,3;-0,8;4,3;0,01660;-0,03320;0,01660;9,319;12,539;66,024;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;04:05:05;4,4;-0,8;4,4;0,01660;-0,03320;0,01660;9,347;12,483;66,051;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;04:06:45;5,0;-0,5;5,0;0,01660;-0,03320;0,01660;9,374;12,427;66,080;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;04:08:25;4,4;-0,7;4,4;0,01660;-0,03320;0,01660;9,402;12,372;66,107;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;04:10:05;4,5;-0,7;4,5;0,01660;-0,03320;0,01660;9,430;12,317;66,134;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;04:11:45;5,1;-0,6;5,1;0,01660;-0,03320;0,01660;9,457;12,262;66,163;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;04:13:25;4,3;-0,7;4,3;0,01660;-0,03320;0,01660;9,485;12,206;66,190;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;04:15:05;4,7;-0,5;4,7;0,01660;-0,03320;0,01660;9,513;12,151;66,217;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;04:16:45;4,9;-0,4;4,9;0,01660;-0,03320;0,01660;9,540;12,096;66,246;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;04:18:25;4,0;-0,6;4,0;0,01660;-0,03320;0,01660;9,568;12,040;66,273;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;04:20:05;4,9;-0,6;4,9;0,01660;-0,03320;0,01660;9,596;11,985;66,300;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-14-2018;04:21:45;5,5;-0,5;5,5;0,01660;-0,03320;0,01660;9,623;11,930;66,329;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
